variant,seed,run_id,phase,generation,best_search_fitness,wikitext2_ppl,train_ppl,accepted_parent_replacement
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,19,0.62451171875,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,20,0.62451171875,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,21,0.60498046875,11.2421875,11.046875,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,22,0.603515625,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,23,0.603515625,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,24,0.59326171875,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,25,0.59326171875,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,26,0.5927734375,11.1171875,10.875,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,27,0.5927734375,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,28,0.591796875,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,29,0.59033203125,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,30,0.56591796875,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,31,0.56591796875,11.0703125,10.6484375,False
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,32,0.56640625,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,33,0.56494140625,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,34,0.56396484375,,,False
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,35,0.56396484375,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,36,0.56298828125,11.0703125,10.6484375,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,37,0.5634765625,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,38,0.5634765625,,,False
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,39,0.5634765625,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,40,0.56298828125,,,False
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,41,0.5634765625,11.0703125,10.6484375,False
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,42,0.56298828125,,,False
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,43,0.56298828125,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,44,0.55908203125,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,45,0.55908203125,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,46,0.5595703125,11.03125,10.5,False
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,47,0.5595703125,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,48,0.5595703125,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,49,0.55908203125,,,False
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,50,0.55908203125,,,False
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,final,50,0.55908203125,11.0078125,10.5,
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,1,1.396484375,27.078125,25.484375,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,2,1.2021484375,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,3,1.0703125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,4,0.9599609375,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,5,0.87548828125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,6,0.87158203125,14.609375,12.9140625,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,7,0.8720703125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,8,0.796875,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,9,0.74658203125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,10,0.7470703125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,11,0.73974609375,12.1796875,11.265625,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,12,0.73974609375,,,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,13,0.73876953125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,14,0.7392578125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,15,0.73681640625,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,16,0.73583984375,12.1328125,11.3515625,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,17,0.7353515625,,,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,18,0.73583984375,,,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,19,0.73583984375,,,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,20,0.7353515625,,,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,21,0.73583984375,12.1796875,11.3984375,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,22,0.732421875,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,23,0.7236328125,,,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,24,0.7236328125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,25,0.68408203125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,26,0.6845703125,11.6953125,10.796875,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,27,0.67626953125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,28,0.67578125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,29,0.67431640625,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,30,0.67138671875,,,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,31,0.671875,11.5546875,10.6484375,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,32,0.67236328125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,33,0.66552734375,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,34,0.65673828125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,35,0.654296875,,,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,36,0.65380859375,11.4453125,10.5234375,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,37,0.64501953125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,38,0.642578125,,,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,39,0.642578125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,40,0.642578125,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,41,0.6416015625,11.4453125,10.3828125,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,42,0.6416015625,,,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,43,0.6416015625,,,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,44,0.6416015625,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,45,0.64208984375,,,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,46,0.642578125,11.4453125,10.421875,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,47,0.6083984375,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,48,0.60546875,,,True
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,49,0.60400390625,,,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,50,0.603515625,,,False
fixed1,2,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,final,50,0.6044921875,11.1171875,9.921875,
